text,label,symptoms,lebel_text
I have a stomach ache and I am feeling feverish. I also have chills and a headache.,1026.0,"['stomach ache am feeling feverish', ' chills headache', '']",['typhoid']
"Pericardial effusion may not cause any noticeable signs and symptoms, particularly if the fluid has increased slowly. If pericardial effusion signs and symptoms do occur, they might include:  Shortness of breath or difficulty breathing (dyspnea) Discomfort when breathing while lying down Chest pain, usually behind the breastbone or on the left side of the chest Chest fullness Lightheadedness or feeling faint Swelling in the abdomen or legs ",737.0,"['pericardial effusion may cause noticeable signs symptoms', ' fluid increased slowly', ' pericardial effusion signs symptoms occur', ' include:  shortness breath difficulty breathing (dyspnea) discomfort breathing lying down chest pain', ' breastbone left side chest chest fullness lightheadedness feeling faint swelling abdomen legs ']",['pericardial effusion']
"I'm always tired, my taste is off, and my throat is really scratchy. I also have muscle pain and heat. My whole body cramps up sometimes.",35.0,"[""i'm tired"", ' taste off', ' throat scratchy', ' muscle pain heat', ' whole body cramps sometimes', '']",['allergy']
"I'm running a fever and I have a rash on my face, neck, and arms. The rash is painful and red. I'm worried about my health.",515.0,"[""i'm running fever rash face"", ' neck', ' arms', ' rash painful red', "" i'm worried health"", '']",['impetigo']
"I've been feeling really sick. I've been scratching a lot, and I've been having chills, vomiting, and a fever. I also have a headache and I'm sweating a lot. I've been feeling really nauseous, and my muscles are sore.",596.0,"[""i've feeling sick"", "" i've scratching lot"", "" i've chills"", ' vomiting', ' fever', "" headache i'm sweating lot"", "" i've feeling nauseous"", ' muscles sore', '']",['malaria']
"           Fundal height       Open pop-up dialog box          Close    Fundal height   Fundal height Fundal height is the distance from the pubic bone to the top of the uterus measured in centimeters. After 24 weeks of pregnancy, fundal height often matches the number of weeks you've been pregnant.               Fundal height       Open pop-up dialog box           Fundal height       Open pop-up dialog box  Open pop-up dialog box       Close    Fundal height   Fundal height Fundal height is the distance from the pubic bone to the top of the uterus measured in centimeters. After 24 weeks of pregnancy, fundal height often matches the number of weeks you've been pregnant.          Close    Fundal height   Fundal height Fundal height is the distance from the pubic bone to the top of the uterus measured in centimeters. After 24 weeks of pregnancy, fundal height often matches the number of weeks you've been pregnant.        Close    Fundal height   Fundal height Fundal height is the distance from the pubic bone to the top of the uterus measured in centimeters. After 24 weeks of pregnancy, fundal height often matches the number of weeks you've been pregnant.     Close    Close  Close Fundal height   Fundal height Fundal height is the distance from the pubic bone to the top of the uterus measured in centimeters. After 24 weeks of pregnancy, fundal height often matches the number of weeks you've been pregnant.  Fundal height Fundal height is the distance from the pubic bone to the top of the uterus measured in centimeters. After 24 weeks of pregnancy, fundal height often matches the number of weeks you've been pregnant. Fundal height is the distance from the pubic bone to the top of the uterus measured in centimeters. After 24 weeks of pregnancy, fundal height often matches the number of weeks you've been pregnant.            Polyhydramnios       Open pop-up dialog box          Close    Polyhydramnios   Polyhydramnios In polyhydramnios, excessive amniotic fluid accumulates in the uterus during pregnancy. Mild cases of polyhydramnios may go away on their own. Severe cases may require treatment.               Polyhydramnios       Open pop-up dialog box           Polyhydramnios       Open pop-up dialog box  Open pop-up dialog box       Close    Polyhydramnios   Polyhydramnios In polyhydramnios, excessive amniotic fluid accumulates in the uterus during pregnancy. Mild cases of polyhydramnios may go away on their own. Severe cases may require treatment.          Close    Polyhydramnios   Polyhydramnios In polyhydramnios, excessive amniotic fluid accumulates in the uterus during pregnancy. Mild cases of polyhydramnios may go away on their own. Severe cases may require treatment.        Close    Polyhydramnios   Polyhydramnios In polyhydramnios, excessive amniotic fluid accumulates in the uterus during pregnancy. Mild cases of polyhydramnios may go away on their own. Severe cases may require treatment.     Close    Close  Close Polyhydramnios   Polyhydramnios In polyhydramnios, excessive amniotic fluid accumulates in the uterus during pregnancy. Mild cases of polyhydramnios may go away on their own. Severe cases may require treatment.  Polyhydramnios In polyhydramnios, excessive amniotic fluid accumulates in the uterus during pregnancy. Mild cases of polyhydramnios may go away on their own. Severe cases may require treatment. In polyhydramnios, excessive amniotic fluid accumulates in the uterus during pregnancy. Mild cases of polyhydramnios may go away on their own. Severe cases may require treatment. Fetal macrosomia can be difficult to detect and diagnose during pregnancy. Signs and symptoms include:  Large fundal height. During prenatal visits, your health care provider might measure your fundal height — the distance from the top of your uterus to your pubic bone. A larger than expected fundal height could be a sign of fetal macrosomia.  Excessive amniotic fluid (polyhydramnios). Having too much amniotic fluid — the fluid that surrounds and protects a baby during pregnancy — might be a sign that your baby is larger than average.      The amount of amniotic fluid reflects your baby's urine output, and a larger baby produces more urine. Some conditions that cause a baby to be larger might also increase his or her urine output.  ",375.0,"['           fundal height       open pop-up dialog box          close    fundal height   fundal height fundal height distance pubic bone top uterus measured centimeters', ' 24 weeks pregnancy', "" fundal height matches number weeks you've pregnant"", '               fundal height       open pop-up dialog box           fundal height       open pop-up dialog box  open pop-up dialog box       close    fundal height   fundal height fundal height distance pubic bone top uterus measured centimeters', ' 24 weeks pregnancy', "" fundal height matches number weeks you've pregnant"", '          close    fundal height   fundal height fundal height distance pubic bone top uterus measured centimeters', ' 24 weeks pregnancy', "" fundal height matches number weeks you've pregnant"", '        close    fundal height   fundal height fundal height distance pubic bone top uterus measured centimeters', ' 24 weeks pregnancy', "" fundal height matches number weeks you've pregnant"", '     close    close  close fundal height   fundal height fundal height distance pubic bone top uterus measured centimeters', ' 24 weeks pregnancy', "" fundal height matches number weeks you've pregnant"", '  fundal height fundal height distance pubic bone top uterus measured centimeters', ' 24 weeks pregnancy', "" fundal height matches number weeks you've pregnant"", ' fundal height distance pubic bone top uterus measured centimeters', ' 24 weeks pregnancy', "" fundal height matches number weeks you've pregnant"", '            polyhydramnios       open pop-up dialog box          close    polyhydramnios   polyhydramnios polyhydramnios', ' excessive amniotic fluid accumulates uterus pregnancy', ' mild cases polyhydramnios may away own', ' severe cases may require treatment', '               polyhydramnios       open pop-up dialog box           polyhydramnios       open pop-up dialog box  open pop-up dialog box       close    polyhydramnios   polyhydramnios polyhydramnios', ' excessive amniotic fluid accumulates uterus pregnancy', ' mild cases polyhydramnios may away own', ' severe cases may require treatment', '          close    polyhydramnios   polyhydramnios polyhydramnios', ' excessive amniotic fluid accumulates uterus pregnancy', ' mild cases polyhydramnios may away own', ' severe cases may require treatment', '        close    polyhydramnios   polyhydramnios polyhydramnios', ' excessive amniotic fluid accumulates uterus pregnancy', ' mild cases polyhydramnios may away own', ' severe cases may require treatment', '     close    close  close polyhydramnios   polyhydramnios polyhydramnios', ' excessive amniotic fluid accumulates uterus pregnancy', ' mild cases polyhydramnios may away own', ' severe cases may require treatment', '  polyhydramnios polyhydramnios', ' excessive amniotic fluid accumulates uterus pregnancy', ' mild cases polyhydramnios may away own', ' severe cases may require treatment', ' polyhydramnios', ' excessive amniotic fluid accumulates uterus pregnancy', ' mild cases polyhydramnios may away own', ' severe cases may require treatment', ' fetal macrosomia can difficult detect diagnose pregnancy', ' signs symptoms include:  large fundal height', ' prenatal visits', ' health care provider measure fundal height — distance top uterus pubic bone', ' larger expected fundal height sign fetal macrosomia', '  excessive amniotic fluid (polyhydramnios)', ' amniotic fluid — fluid surrounds protects baby pregnancy — sign baby larger average', ""      amount amniotic fluid reflects baby's urine output"", ' larger baby produces urine', ' conditions cause baby larger increase urine output', '  ']",['fetal macrosomia']
"If blood sugar levels become too low, hypoglycemia signs and symptoms can include:  Looking pale Shakiness Sweating Headache Hunger or nausea An irregular or fast heartbeat Fatigue Irritability or anxiety Difficulty concentrating Dizziness or lightheadedness Tingling or numbness of the lips, tongue or cheek  As hypoglycemia worsens, signs and symptoms can include:  Confusion, unusual behavior or both, such as the inability to complete routine tasks Loss of coordination Slurred speech Blurry vision or tunnel vision Nightmares, if asleep  Severe hypoglycemia may cause:  Unresponsiveness (loss of consciousness) Seizures ",504.0,"['blood sugar levels low', ' hypoglycemia signs symptoms can include:  looking pale shakiness sweating headache hunger nausea irregular fast heartbeat fatigue irritability anxiety difficulty concentrating dizziness lightheadedness tingling numbness lips', ' tongue cheek  hypoglycemia worsens', ' signs symptoms can include:  confusion', ' unusual behavior both', ' inability complete routine tasks loss coordination slurred speech blurry vision tunnel vision nightmares', ' asleep  severe hypoglycemia may cause:  unresponsiveness (loss consciousness) seizures ']",['hypoglycemia']
"chills,vomiting,fatigue,high_fever,nausea,constipation,abdominal_pain,diarrhoea,toxic_look_(typhos),belly_pain",1026.0,"['chills', 'vomiting', 'fatigue', 'high fever', 'nausea', 'constipation', 'abdominal pain', 'diarrhoea', 'toxic look (typhos)', 'belly pain']",['typhoid']
"           Common warts       Open pop-up dialog box          Close    Common warts   Common warts Common warts can grow on your hands or fingers. They're small, grainy bumps that are rough to the touch.               Common warts       Open pop-up dialog box           Common warts       Open pop-up dialog box  Open pop-up dialog box       Close    Common warts   Common warts Common warts can grow on your hands or fingers. They're small, grainy bumps that are rough to the touch.          Close    Common warts   Common warts Common warts can grow on your hands or fingers. They're small, grainy bumps that are rough to the touch.        Close    Common warts   Common warts Common warts can grow on your hands or fingers. They're small, grainy bumps that are rough to the touch.     Close    Close  Close Common warts   Common warts Common warts can grow on your hands or fingers. They're small, grainy bumps that are rough to the touch.  Common warts Common warts can grow on your hands or fingers. They're small, grainy bumps that are rough to the touch. Common warts can grow on your hands or fingers. They're small, grainy bumps that are rough to the touch.            Plantar warts       Open pop-up dialog box          Close    Plantar warts   Plantar warts Plantar warts are caused by the same type of virus that causes warts on your hands and fingers. But, because of their location, they can be painful.               Plantar warts       Open pop-up dialog box           Plantar warts       Open pop-up dialog box  Open pop-up dialog box       Close    Plantar warts   Plantar warts Plantar warts are caused by the same type of virus that causes warts on your hands and fingers. But, because of their location, they can be painful.          Close    Plantar warts   Plantar warts Plantar warts are caused by the same type of virus that causes warts on your hands and fingers. But, because of their location, they can be painful.        Close    Plantar warts   Plantar warts Plantar warts are caused by the same type of virus that causes warts on your hands and fingers. But, because of their location, they can be painful.     Close    Close  Close Plantar warts   Plantar warts Plantar warts are caused by the same type of virus that causes warts on your hands and fingers. But, because of their location, they can be painful.  Plantar warts Plantar warts are caused by the same type of virus that causes warts on your hands and fingers. But, because of their location, they can be painful. Plantar warts are caused by the same type of virus that causes warts on your hands and fingers. But, because of their location, they can be painful.            Flat warts       Open pop-up dialog box          Close    Flat warts   Flat warts Flat warts are smaller and smoother than other warts. They generally occur on the face or legs and are more common in children and teens than in adults.               Flat warts       Open pop-up dialog box           Flat warts       Open pop-up dialog box  Open pop-up dialog box       Close    Flat warts   Flat warts Flat warts are smaller and smoother than other warts. They generally occur on the face or legs and are more common in children and teens than in adults.          Close    Flat warts   Flat warts Flat warts are smaller and smoother than other warts. They generally occur on the face or legs and are more common in children and teens than in adults.        Close    Flat warts   Flat warts Flat warts are smaller and smoother than other warts. They generally occur on the face or legs and are more common in children and teens than in adults.     Close    Close  Close Flat warts   Flat warts Flat warts are smaller and smoother than other warts. They generally occur on the face or legs and are more common in children and teens than in adults.  Flat warts Flat warts are smaller and smoother than other warts. They generally occur on the face or legs and are more common in children and teens than in adults. Flat warts are smaller and smoother than other warts. They generally occur on the face or legs and are more common in children and teens than in adults.            Female genital warts       Open pop-up dialog box          Close    Female genital warts   Female genital warts Genital warts are a common sexually transmitted infection. They can appear on the genitals, in the pubic area or in the anal canal. In women, genital warts can also grow inside the vagina.               Female genital warts       Open pop-up dialog box           Female genital warts       Open pop-up dialog box  Open pop-up dialog box       Close    Female genital warts   Female genital warts Genital warts are a common sexually transmitted infection. They can appear on the genitals, in the pubic area or in the anal canal. In women, genital warts can also grow inside the vagina.          Close    Female genital warts   Female genital warts Genital warts are a common sexually transmitted infection. They can appear on the genitals, in the pubic area or in the anal canal. In women, genital warts can also grow inside the vagina.        Close    Female genital warts   Female genital warts Genital warts are a common sexually transmitted infection. They can appear on the genitals, in the pubic area or in the anal canal. In women, genital warts can also grow inside the vagina.     Close    Close  Close Female genital warts   Female genital warts Genital warts are a common sexually transmitted infection. They can appear on the genitals, in the pubic area or in the anal canal. In women, genital warts can also grow inside the vagina.  Female genital warts Genital warts are a common sexually transmitted infection. They can appear on the genitals, in the pubic area or in the anal canal. In women, genital warts can also grow inside the vagina. Genital warts are a common sexually transmitted infection. They can appear on the genitals, in the pubic area or in the anal canal. In women, genital warts can also grow inside the vagina.            Male genital warts       Open pop-up dialog box          Close    Male genital warts   Male genital warts Genital warts are a common sexually transmitted infection. They can appear on the genitals, in the pubic area or in the anal canal.               Male genital warts       Open pop-up dialog box           Male genital warts       Open pop-up dialog box  Open pop-up dialog box       Close    Male genital warts   Male genital warts Genital warts are a common sexually transmitted infection. They can appear on the genitals, in the pubic area or in the anal canal.          Close    Male genital warts   Male genital warts Genital warts are a common sexually transmitted infection. They can appear on the genitals, in the pubic area or in the anal canal.        Close    Male genital warts   Male genital warts Genital warts are a common sexually transmitted infection. They can appear on the genitals, in the pubic area or in the anal canal.     Close    Close  Close Male genital warts   Male genital warts Genital warts are a common sexually transmitted infection. They can appear on the genitals, in the pubic area or in the anal canal.  Male genital warts Genital warts are a common sexually transmitted infection. They can appear on the genitals, in the pubic area or in the anal canal. Genital warts are a common sexually transmitted infection. They can appear on the genitals, in the pubic area or in the anal canal. In most cases, your body's immune system defeats an HPV infection before it creates warts. When warts do appear, they vary in appearance depending on which kind of HPV is involved: HPV HPV   Genital warts. These appear as flat lesions, small cauliflower-like bumps or tiny stemlike protrusions. In women, genital warts appear mostly on the vulva but can also occur near the anus, on the cervix or in the vagina. In men, genital warts appear on the penis and scrotum or around the anus. Genital warts rarely cause discomfort or pain, though they may itch or feel tender.  Common warts. Common warts appear as rough, raised bumps and usually occur on the hands and fingers. In most cases, common warts are simply unsightly, but they can also be painful or susceptible to injury or bleeding. Plantar warts. Plantar warts are hard, grainy growths that usually appear on the heels or balls of your feet. These warts might cause discomfort. Flat warts. Flat warts are flat-topped, slightly raised lesions. They can appear anywhere, but children usually get them on the face and men tend to get them in the beard area. Women tend to get them on the legs.  Cervical cancer Nearly all cervical cancers are caused by HPV infections, but cervical cancer may take 20 years or longer to develop after an HPV infection. The HPV infection and early cervical cancer typically don't cause noticeable symptoms. Getting vaccinated against HPV infection is your best protection from cervical cancer. HPV HPV HPV HPV Because early cervical cancer doesn't cause symptoms, it's vital that women have regular screening tests to detect any precancerous changes in the cervix that might lead to cancer. Current guidelines recommend that women ages 21 to 29 have a Pap test every three years. Women ages 30 to 65 are advised to continue having a Pap test every three years, or every five years if they also get the HPV DNA test at the same time. Women over 65 can stop testing if they've had three normal Pap tests in a row, or two HPV DNA and Pap tests with no abnormal results.",489.0,"['           common warts       open pop-up dialog box          close    common warts   common warts common warts can grow hands fingers', "" they're small"", ' grainy bumps rough touch', '               common warts       open pop-up dialog box           common warts       open pop-up dialog box  open pop-up dialog box       close    common warts   common warts common warts can grow hands fingers', "" they're small"", ' grainy bumps rough touch', '          close    common warts   common warts common warts can grow hands fingers', "" they're small"", ' grainy bumps rough touch', '        close    common warts   common warts common warts can grow hands fingers', "" they're small"", ' grainy bumps rough touch', '     close    close  close common warts   common warts common warts can grow hands fingers', "" they're small"", ' grainy bumps rough touch', '  common warts common warts can grow hands fingers', "" they're small"", ' grainy bumps rough touch', ' common warts can grow hands fingers', "" they're small"", ' grainy bumps rough touch', '            plantar warts       open pop-up dialog box          close    plantar warts   plantar warts plantar warts caused type virus causes warts hands fingers', ' but', ' location', ' can painful', '               plantar warts       open pop-up dialog box           plantar warts       open pop-up dialog box  open pop-up dialog box       close    plantar warts   plantar warts plantar warts caused type virus causes warts hands fingers', ' but', ' location', ' can painful', '          close    plantar warts   plantar warts plantar warts caused type virus causes warts hands fingers', ' but', ' location', ' can painful', '        close    plantar warts   plantar warts plantar warts caused type virus causes warts hands fingers', ' but', ' location', ' can painful', '     close    close  close plantar warts   plantar warts plantar warts caused type virus causes warts hands fingers', ' but', ' location', ' can painful', '  plantar warts plantar warts caused type virus causes warts hands fingers', ' but', ' location', ' can painful', ' plantar warts caused type virus causes warts hands fingers', ' but', ' location', ' can painful', '            flat warts       open pop-up dialog box          close    flat warts   flat warts flat warts smaller smoother warts', ' generally occur face legs common children teens adults', '               flat warts       open pop-up dialog box           flat warts       open pop-up dialog box  open pop-up dialog box       close    flat warts   flat warts flat warts smaller smoother warts', ' generally occur face legs common children teens adults', '          close    flat warts   flat warts flat warts smaller smoother warts', ' generally occur face legs common children teens adults', '        close    flat warts   flat warts flat warts smaller smoother warts', ' generally occur face legs common children teens adults', '     close    close  close flat warts   flat warts flat warts smaller smoother warts', ' generally occur face legs common children teens adults', '  flat warts flat warts smaller smoother warts', ' generally occur face legs common children teens adults', ' flat warts smaller smoother warts', ' generally occur face legs common children teens adults', '            female genital warts       open pop-up dialog box          close    female genital warts   female genital warts genital warts common sexually transmitted infection', ' can genitals', ' pubic area anal canal', ' women', ' genital warts can grow inside vagina', '               female genital warts       open pop-up dialog box           female genital warts       open pop-up dialog box  open pop-up dialog box       close    female genital warts   female genital warts genital warts common sexually transmitted infection', ' can genitals', ' pubic area anal canal', ' women', ' genital warts can grow inside vagina', '          close    female genital warts   female genital warts genital warts common sexually transmitted infection', ' can genitals', ' pubic area anal canal', ' women', ' genital warts can grow inside vagina', '        close    female genital warts   female genital warts genital warts common sexually transmitted infection', ' can genitals', ' pubic area anal canal', ' women', ' genital warts can grow inside vagina', '     close    close  close female genital warts   female genital warts genital warts common sexually transmitted infection', ' can genitals', ' pubic area anal canal', ' women', ' genital warts can grow inside vagina', '  female genital warts genital warts common sexually transmitted infection', ' can genitals', ' pubic area anal canal', ' women', ' genital warts can grow inside vagina', ' genital warts common sexually transmitted infection', ' can genitals', ' pubic area anal canal', ' women', ' genital warts can grow inside vagina', '            male genital warts       open pop-up dialog box          close    male genital warts   male genital warts genital warts common sexually transmitted infection', ' can genitals', ' pubic area anal canal', '               male genital warts       open pop-up dialog box           male genital warts       open pop-up dialog box  open pop-up dialog box       close    male genital warts   male genital warts genital warts common sexually transmitted infection', ' can genitals', ' pubic area anal canal', '          close    male genital warts   male genital warts genital warts common sexually transmitted infection', ' can genitals', ' pubic area anal canal', '        close    male genital warts   male genital warts genital warts common sexually transmitted infection', ' can genitals', ' pubic area anal canal', '     close    close  close male genital warts   male genital warts genital warts common sexually transmitted infection', ' can genitals', ' pubic area anal canal', '  male genital warts genital warts common sexually transmitted infection', ' can genitals', ' pubic area anal canal', ' genital warts common sexually transmitted infection', ' can genitals', ' pubic area anal canal', ' cases', "" body's immune system defeats hpv infection creates warts"", ' warts appear', ' vary appearance depending kind hpv involved: hpv hpv   genital warts', ' flat lesions', ' small cauliflower-like bumps tiny stemlike protrusions', ' women', ' genital warts vulva can occur near anus', ' cervix vagina', ' men', ' genital warts penis scrotum anus', ' genital warts rarely cause discomfort pain', ' may itch feel tender', '  common warts', ' common warts rough', ' raised bumps occur hands fingers', ' cases', ' common warts simply unsightly', ' can painful susceptible injury bleeding', ' plantar warts', ' plantar warts hard', ' grainy growths heels balls feet', ' warts cause discomfort', ' flat warts', ' flat warts flat-topped', ' slightly raised lesions', ' can anywhere', ' children face men tend beard area', ' women tend legs', '  cervical cancer nearly cervical cancers caused hpv infections', ' cervical cancer may take 20 years longer develop hpv infection', "" hpv infection early cervical cancer typically don't cause noticeable symptoms"", ' vaccinated hpv infection best protection cervical cancer', "" hpv hpv hpv hpv early cervical cancer doesn't cause symptoms"", "" it's vital women regular screening tests detect precancerous changes cervix lead cancer"", ' current guidelines recommend women ages 21 29 pap test years', ' women ages 30 65 advised continue pap test years', ' years hpv dna test time', "" women 65 can testing they've normal pap tests row"", ' hpv dna pap tests abnormal results', '']",['hpv infection']
"The signs and symptoms of type 1 diabetes in children usually develop quickly, and may include:  Increased thirst Frequent urination, possibly bed-wetting in a toilet-trained child Extreme hunger Unintentional weight loss Fatigue Irritability or behavior changes Fruity-smelling breath ",1023.0,"['signs symptoms type 1 diabetes children develop quickly', ' may include:  increased thirst frequent urination', ' possibly bed-wetting toilet-trained child extreme hunger unintentional weight loss fatigue irritability behavior changes fruity-smelling breath ']",['type 1 diabetes in children']
I've been feeling really tired and weak for a few days now. I also have a fever and a pain in my stomach. I don't know what's wrong with me.,1026.0,"[""i've feeling tired weak days now"", ' fever pain stomach', "" don't know what's wrong me"", '']",['typhoid']
I have a rash on my skin that is spreading rapidly. It is very itchy and I can hardly sleep at night.,193.0,"['rash skin spreading rapidly', ' itchy can sleep night', '']",['chicken pox']
"Signs and symptoms of mononucleosis may include:  Fatigue Sore throat, perhaps misdiagnosed as strep throat, that doesn't get better after treatment with antibiotics Fever Swollen lymph nodes in your neck and armpits Swollen tonsils Headache Skin rash Soft, swollen spleen  The virus has an incubation period of about four to six weeks, although in young children this period may be shorter. The incubation period refers to how long before your symptoms appear after being exposed to the virus. Signs and symptoms such as a fever and sore throat usually lessen within a couple of weeks. But fatigue, enlarged lymph nodes and a swollen spleen may last for a few weeks longer. When to see your doctor If you've been experiencing the above symptoms, you may have mononucleosis. If your symptoms don't get better on their own in a week or two, see your doctor.",645.0,"['signs symptoms mononucleosis may include:  fatigue sore throat', ' misdiagnosed strep throat', "" doesn't treatment antibiotics fever swollen lymph nodes neck armpits swollen tonsils headache skin rash soft"", ' swollen spleen  virus incubation period weeks', ' young children period may shorter', ' incubation period refers long symptoms being exposed virus', ' signs symptoms fever sore throat lessen couple weeks', ' fatigue', ' enlarged lymph nodes swollen spleen may last weeks longer', "" see doctor you've experiencing symptoms"", ' may mononucleosis', "" symptoms don't week two"", ' see doctor', '']",['mononucleosis']
"Signs and symptoms at the site of a scorpion sting may include:  Pain, which can be intense Numbness and tingling Slight swelling Warmth  Signs and symptoms related to widespread (systemic) venom effects usually occur in children who are stung and may include:  Difficulty breathing Muscle twitching or thrashing Unusual head, neck and eye movements Drooling Sweating Nausea and vomiting High blood pressure (hypertension) Accelerated heart rate (tachycardia) Restlessness or excitability, or inconsolable crying in children  As with other stinging insects, such as bees and wasps, it is possible for people who have previously been stung by scorpions to have allergic reactions with subsequent stings. Reactions to these subsequent stings are sometimes severe enough to cause a life-threatening condition called anaphylaxis. Signs and symptoms in these cases are similar to those of anaphylaxis caused by bee stings and can include hives, trouble breathing, and nausea and vomiting.",888.0,"['signs symptoms site scorpion sting may include:  pain', ' can intense numbness tingling slight swelling warmth  signs symptoms widespread (systemic) venom effects occur children who stung may include:  difficulty breathing muscle twitching thrashing unusual head', ' neck eye movements drooling sweating nausea vomiting high blood pressure (hypertension) accelerated heart rate (tachycardia) restlessness excitability', ' inconsolable crying children  stinging insects', ' bees wasps', ' possible people who previously stung scorpions allergic reactions subsequent stings', ' reactions subsequent stings severe cause life-threatening condition called anaphylaxis', ' signs symptoms cases similar anaphylaxis caused bee stings can include hives', ' trouble breathing', ' nausea vomiting', '']",['scorpion stings']
"I have a fever, headache, and I can't eat. I feel like throwing up. I also have some red spots on my arms.",193.0,"['fever', ' headache', "" can't eat"", ' feel like throwing up', ' red spots arms', '']",['chicken pox']
"I've been having diarrhea for the past few days. It's been really bad, and it's been accompanied by abdominal cramps and bloating.",1026.0,"[""i've diarrhea past days"", "" it's bad"", "" it's accompanied abdominal cramps bloating"", '']",['typhoid']
"I have a stomach ache that is worse when I bend over or lie down. I also have discomfort when I eat certain foods, like spicy or acidic foods. This sometimes causes me to have loose stools.",736.0,"['stomach ache worse bend lie down', ' discomfort eat foods', ' like spicy acidic foods', ' causes loose stools', '']",['peptic ulcer disease']
I have a rash all over my body and it's really itchy. I'm also vomiting and my joints hurt. ,275.0,"[""rash body it's itchy"", "" i'm vomiting joints hurt"", ' ']",['dengue']
I have been having cramps in my calves when I walk or stand for a long time. I also have some very noticeable veins in my legs.,1047.0,"['cramps calves walk stand long time', ' noticeable veins legs', '']",['varicose veins']
"The most common sign of Wolff-Parkinson-White (WPW) syndrome is a heart rate greater than 100 beats a minute. Episodes of a fast heart rate (tachycardia) can begin suddenly and may last a few seconds or several hours. Episodes can occur during exercise or while at rest. Other signs and symptoms of WPW syndrome are related to the fast heart rate and underlying heart rhythm problem (arrhythmia). The most common arrhythmia seen with WPW syndrome is supraventricular tachycardia. Supraventricular tachycardia causes episodes of a fast, pounding heartbeat that begin and end abruptly. Some people with WPW syndrome also have a fast and chaotic heart rhythm problem called atrial fibrillation. WPW WPW WPW In general, signs and symptoms that may occur in people with WPW syndrome include: WPW  A rapid, fluttering or pounding heartbeat (palpitations) Chest pain Difficulty breathing Dizziness or lightheadedness Fainting Fatigue Shortness of breath Anxiety  Symptoms in infants Signs and symptoms of WPW syndrome in infants can include: WPW  Pale or faded skin color (pallor) Blue or gray coloring to the skin, lips and nails (cyanosis) Restlessness or irritability Rapid breathing Poor eating  Some people with an extra electrical pathway don't have signs or symptoms of a fast heartbeat. This condition is called Wolff-Parkinson-White (WPW) pattern. It's often discovered by chance during a heart test.",1074.0,"['common sign wolff-parkinson-white (wpw) syndrome heart rate greater 100 beats minute', ' episodes fast heart rate (tachycardia) can begin suddenly may last seconds hours', ' episodes can occur exercise rest', ' signs symptoms wpw syndrome fast heart rate underlying heart rhythm problem (arrhythmia)', ' common arrhythmia seen wpw syndrome supraventricular tachycardia', ' supraventricular tachycardia causes episodes fast', ' pounding heartbeat begin end abruptly', ' people wpw syndrome fast chaotic heart rhythm problem called atrial fibrillation', ' wpw wpw wpw general', ' signs symptoms may occur people wpw syndrome include: wpw  rapid', ' fluttering pounding heartbeat (palpitations) chest pain difficulty breathing dizziness lightheadedness fainting fatigue shortness breath anxiety  symptoms infants signs symptoms wpw syndrome infants can include: wpw  pale faded skin color (pallor) blue gray coloring skin', "" lips nails (cyanosis) restlessness irritability rapid breathing poor eating  people extra electrical pathway don't signs symptoms fast heartbeat"", ' condition called wolff-parkinson-white (wpw) pattern', "" it's discovered chance heart test"", '']",['wolff parkinson white syndrome']
I have been feeling really tired and I have a fever. I have a rash on my face and it is very itchy. I can't sleep because of the rash.,515.0,"['feeling tired fever', ' rash face itchy', "" can't sleep rash"", '']",['impetigo']
"Symptoms of endocarditis can vary from person to person. Endocarditis may develop slowly or suddenly. It depends on the type of germs causing the infection and whether there are other heart problems. Common symptoms of endocarditis include:  Aching joints and muscles Chest pain when you breathe Fatigue Flu-like symptoms, such as fever and chills Night sweats Shortness of breath Swelling in the feet, legs or belly A new or changed whooshing sound in the heart (murmur)  Less common endocarditis symptoms can include:  Unexplained weight loss Blood in the urine Tenderness under the left rib cage (spleen) Painless red, purple or brown flat spots on the soles bottom of the feet or the palms of the hands (Janeway lesions) Painful red or purple bumps or patches of darkened skin (hyperpigmented) on the tips of the fingers or toes (Osler nodes) Tiny purple, red or brown round spots on the skin (petechiae), in the whites of the eyes or inside the mouth ",340.0,"['symptoms endocarditis can vary person person', ' endocarditis may develop slowly suddenly', ' depends type germs causing infection heart problems', ' common symptoms endocarditis include:  aching joints muscles chest pain breathe fatigue flu-like symptoms', ' fever chills night sweats shortness breath swelling feet', ' legs belly new changed whooshing sound heart (murmur)  common endocarditis symptoms can include:  unexplained weight loss blood urine tenderness left rib cage (spleen) painless red', ' purple brown flat spots soles bottom feet palms hands (janeway lesions) painful red purple bumps patches darkened skin (hyperpigmented) tips fingers toes (osler nodes) tiny purple', ' red brown round spots skin (petechiae)', ' whites eyes inside mouth ']",['endocarditis']
